UniprotID_A	UniProtName_A	GeneName_A	UniprotID_B	UniProtName_B	GeneName_B	Exp. Evidences	Methods	Publications	3DStructures	CurationEvents
P17252	KPCA_HUMAN	PRKCA	P02686	MBP_HUMAN	MBP	1	2	2	0	2
P41743	KPCI_HUMAN	PRKCI	P02686	MBP_HUMAN	MBP	1	2	2	0	2
Q05513	KPCZ_HUMAN	PRKCZ	P02686	MBP_HUMAN	MBP	2	2	3	0	3
Q13362	2A5G_HUMAN	PPP2R5C	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P53667	LIMK1_HUMAN	LIMK1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P53671	LIMK2_HUMAN	LIMK2	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q9UHD2	TBK1_HUMAN	TBK1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q14164	IKKE_HUMAN	IKBKE	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q13188	STK3_HUMAN	STK3	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q16539	MK14_HUMAN	MAPK14	P02686	MBP_HUMAN	MBP	4	2	5	0	5
Q5S007	LRRK2_HUMAN	LRRK2	P02686	MBP_HUMAN	MBP	6	1	6	0	6
P78527	PRKDC_HUMAN	PRKDC	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P53778	MK12_HUMAN	MAPK12	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q15759	MK11_HUMAN	MAPK11	P02686	MBP_HUMAN	MBP	1	2	2	0	2
O15264	MK13_HUMAN	MAPK13	P02686	MBP_HUMAN	MBP	1	2	2	0	2
P27361	MK03_HUMAN	MAPK3	P02686	MBP_HUMAN	MBP	4	2	5	0	5
P06493	CDK1_HUMAN	CDK1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q00535	CDK5_HUMAN	CDK5	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q99683	M3K5_HUMAN	MAP3K5	P02686	MBP_HUMAN	MBP	1	1	1	0	1
O35099	M3K5_MOUSE	Map3k5	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q9UKI8	TLK1_HUMAN	TLK1	P02686	MBP_HUMAN	MBP	1	2	2	0	2
Q9UK32	KS6A6_HUMAN	RPS6KA6	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q14680	MELK_HUMAN	MELK	P02686	MBP_HUMAN	MBP	1	2	1	0	2
P50613	CDK7_HUMAN	CDK7	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P49336	CDK8_HUMAN	CDK8	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P50750	CDK9_HUMAN	CDK9	P02686	MBP_HUMAN	MBP	2	1	2	0	2
Q9H2X6	HIPK2_HUMAN	HIPK2	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q13501	SQSTM_HUMAN	SQSTM1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q16512	PKN1_HUMAN	PKN1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
O75385	ULK1_HUMAN	ULK1	P02686	MBP_HUMAN	MBP	2	1	2	0	2
P05771	KPCB_HUMAN	PRKCB	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q99759	M3K3_HUMAN	MAP3K3	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P00519	ABL1_HUMAN	ABL1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P32485	HOG1_YEAST	HOG1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
O75582	KS6A5_HUMAN	RPS6KA5	P02686	MBP_HUMAN	MBP	1	2	1	0	2
P13533	MYH6_HUMAN	MYH6	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q8BL74	TF3C2_MOUSE	Gtf3c2	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P53104	ATG1_YEAST	ATG1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q01986	MP2K1_RAT	Map2k1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q13233	M3K1_HUMAN	MAP3K1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P45983	MK08_HUMAN	MAPK8	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P18433	PTPRA_HUMAN	PTPRA	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q05655	KPCD_HUMAN	PRKCD	P02686	MBP_HUMAN	MBP	1	2	2	0	2
P01112	RASH_HUMAN	HRAS	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q13418	ILK_HUMAN	ILK	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q8NCM2	KCNH5_HUMAN	KCNH5	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q15075	EEA1_HUMAN	EEA1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P11279	LAMP1_HUMAN	LAMP1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P07339	CATD_HUMAN	CTSD	P02686	MBP_HUMAN	MBP	1	1	1	0	1
O14965	AURKA_HUMAN	AURKA	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P04049	RAF1_HUMAN	RAF1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q02750	MP2K1_HUMAN	MAP2K1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
Q9H8W4	PKHF2_HUMAN	PLEKHF2	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P0DP23	CALM1_HUMAN	CALM1	P02686	MBP_HUMAN	MBP	1	1	1	0	1
P51617	IRAK1_HUMAN	IRAK1	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q9Y4K3	TRAF6_HUMAN	TRAF6	P02686	MBP_HUMAN	MBP	0	1	1	0	1
P20916	MAG_HUMAN	MAG	P02686	MBP_HUMAN	MBP	0	1	1	0	1
P09237	MMP7_HUMAN	MMP7	P02686	MBP_HUMAN	MBP	0	1	1	0	1
P62826	RAN_HUMAN	RAN	P02686	MBP_HUMAN	MBP	0	1	1	0	1
P17612	KAPCA_HUMAN	PRKACA	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q99873	ANM1_HUMAN	PRMT1	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q9Y463	DYR1B_HUMAN	DYRK1B	P02686	MBP_HUMAN	MBP	0	1	1	0	1
O75716	STK16_HUMAN	STK16	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q13043	STK4_HUMAN	STK4	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q9P289	STK26_HUMAN	STK26	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q9NQC3	RTN4_HUMAN	RTN4	P02686	MBP_HUMAN	MBP	0	1	1	0	1
P49759	CLK1_HUMAN	CLK1	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q8IW41	MAPK5_HUMAN	MAPKAPK5	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q9BUB5	MKNK1_HUMAN	MKNK1	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q9NSY1	BMP2K_HUMAN	BMP2K	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q86UE8	TLK2_HUMAN	TLK2	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q9NYV4	CDK12_HUMAN	CDK12	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q8TD19	NEK9_HUMAN	NEK9	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q96SB4	SRPK1_HUMAN	SRPK1	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q8IYU8	MICU2_HUMAN	MICU2	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q8TD08	MK15_HUMAN	MAPK15	P02686	MBP_HUMAN	MBP	0	1	1	0	1
P63104	1433Z_HUMAN	YWHAZ	P02686	MBP_HUMAN	MBP	0	1	1	0	1
P31749	AKT1_HUMAN	AKT1	P02686	MBP_HUMAN	MBP	0	1	1	0	1
O94875	SRBS2_HUMAN	SORBS2	P02686	MBP_HUMAN	MBP	0	1	1	0	1
Q13153	PAK1_HUMAN	PAK1	P04049	RAF1_HUMAN	RAF1	4	5	2	0	5
P63104	1433Z_HUMAN	YWHAZ	P04049	RAF1_HUMAN	RAF1	33	13	26	0	37
P01112	RASH_HUMAN	HRAS	P04049	RAF1_HUMAN	RAF1	51	13	41	3	58
Q96KB5	TOPK_HUMAN	PBK	P04049	RAF1_HUMAN	RAF1	1	1	1	0	2
Q13362	2A5G_HUMAN	PPP2R5C	P04049	RAF1_HUMAN	RAF1	2	2	1	0	2
Q02750	MP2K1_HUMAN	MAP2K1	P04049	RAF1_HUMAN	RAF1	30	9	23	0	60
P04049	RAF1_HUMAN	RAF1	P04049	RAF1_HUMAN	RAF1	9	5	10	0	11
P45983	MK08_HUMAN	MAPK8	P04049	RAF1_HUMAN	RAF1	1	2	1	0	2
Q13418	ILK_HUMAN	ILK	P04049	RAF1_HUMAN	RAF1	6	3	3	0	6
Q13188	STK3_HUMAN	STK3	P04049	RAF1_HUMAN	RAF1	9	6	5	0	16
P05067	A4_HUMAN	APP	P04049	RAF1_HUMAN	RAF1	1	3	1	0	3
P28482	MK01_HUMAN	MAPK1	P04049	RAF1_HUMAN	RAF1	6	3	6	0	9
P27361	MK03_HUMAN	MAPK3	P04049	RAF1_HUMAN	RAF1	3	3	3	0	5
Q99683	M3K5_HUMAN	MAP3K5	P04049	RAF1_HUMAN	RAF1	3	4	2	0	4
P0DP23	CALM1_HUMAN	CALM1	P04049	RAF1_HUMAN	RAF1	1	1	1	0	1
P17252	KPCA_HUMAN	PRKCA	P04049	RAF1_HUMAN	RAF1	0	1	1	0	1
P17612	KAPCA_HUMAN	PRKACA	P04049	RAF1_HUMAN	RAF1	0	1	1	0	1
P04156	PRIO_HUMAN	PRNP	P04156	PRIO_HUMAN	PRNP	3	3	1	0	5
P05067	A4_HUMAN	APP	P04156	PRIO_HUMAN	PRNP	6	7	5	0	11
P07550	ADRB2_HUMAN	ADRB2	P04156	PRIO_HUMAN	PRNP	2	2	1	0	2
P32246	CCR1_HUMAN	CCR1	P04156	PRIO_HUMAN	PRNP	2	2	1	0	2
P25105	PTAFR_HUMAN	PTAFR	P04156	PRIO_HUMAN	PRNP	2	2	1	0	2
P05067	A4_HUMAN	APP	P05067	A4_HUMAN	APP	117	32	51	0	153
P00519	ABL1_HUMAN	ABL1	P05067	A4_HUMAN	APP	1	2	1	0	2
P60201	MYPR_HUMAN	PLP1	P05067	A4_HUMAN	APP	3	3	1	0	8
P06493	CDK1_HUMAN	CDK1	P05067	A4_HUMAN	APP	1	3	1	0	3
P0DP24	CALM2_HUMAN	CALM2	P05067	A4_HUMAN	APP	1	3	1	0	3
P17612	KAPCA_HUMAN	PRKACA	P05067	A4_HUMAN	APP	1	3	1	0	3
P28482	MK01_HUMAN	MAPK1	P05067	A4_HUMAN	APP	1	3	1	0	3
P53778	MK12_HUMAN	MAPK12	P05067	A4_HUMAN	APP	1	3	1	0	3
P54253	ATX1_HUMAN	ATXN1	P05067	A4_HUMAN	APP	1	3	1	0	8
Q00535	CDK5_HUMAN	CDK5	P05067	A4_HUMAN	APP	2	5	3	0	5
Q05655	KPCD_HUMAN	PRKCD	P05067	A4_HUMAN	APP	2	4	2	0	4
Q13501	SQSTM_HUMAN	SQSTM1	P05067	A4_HUMAN	APP	1	3	1	0	6
Q16512	PKN1_HUMAN	PKN1	P05067	A4_HUMAN	APP	1	3	1	0	3
O14965	AURKA_HUMAN	AURKA	P05067	A4_HUMAN	APP	2	1	2	0	2
O15264	MK13_HUMAN	MAPK13	P05067	A4_HUMAN	APP	1	1	1	0	1
Q9BUB5	MKNK1_HUMAN	MKNK1	P05067	A4_HUMAN	APP	1	1	1	0	1
P41743	KPCI_HUMAN	PRKCI	P05067	A4_HUMAN	APP	1	1	1	0	1
Q9BXA6	TSSK6_HUMAN	TSSK6	P05067	A4_HUMAN	APP	1	1	1	0	1
Q13153	PAK1_HUMAN	PAK1	P05067	A4_HUMAN	APP	1	1	1	0	1
P31749	AKT1_HUMAN	AKT1	P05067	A4_HUMAN	APP	1	1	1	0	1
Q15759	MK11_HUMAN	MAPK11	P05067	A4_HUMAN	APP	1	1	1	0	1
Q13362	2A5G_HUMAN	PPP2R5C	P05067	A4_HUMAN	APP	1	1	1	0	1
Q9H8W4	PKHF2_HUMAN	PLEKHF2	P05067	A4_HUMAN	APP	1	1	1	0	1
Q9P289	STK26_HUMAN	STK26	P05067	A4_HUMAN	APP	1	1	1	0	1
Q9UK32	KS6A6_HUMAN	RPS6KA6	P05067	A4_HUMAN	APP	1	1	1	0	1
Q96SB4	SRPK1_HUMAN	SRPK1	P05067	A4_HUMAN	APP	1	1	1	0	1
Q9Y4K3	TRAF6_HUMAN	TRAF6	P05067	A4_HUMAN	APP	1	1	1	0	1
P50613	CDK7_HUMAN	CDK7	P05067	A4_HUMAN	APP	1	1	1	0	1
O75582	KS6A5_HUMAN	RPS6KA5	P05067	A4_HUMAN	APP	1	1	1	0	1
P20916	MAG_HUMAN	MAG	P05067	A4_HUMAN	APP	1	1	1	0	1
P53667	LIMK1_HUMAN	LIMK1	P05067	A4_HUMAN	APP	1	1	1	0	1
Q9BYT8	NEUL_HUMAN	NLN	P05067	A4_HUMAN	APP	1	1	1	0	1
P45983	MK08_HUMAN	MAPK8	P05067	A4_HUMAN	APP	3	2	2	0	3
Q9UHD2	TBK1_HUMAN	TBK1	P05067	A4_HUMAN	APP	1	1	1	0	1
Q05655	KPCD_HUMAN	PRKCD	P05771	KPCB_HUMAN	PRKCB	3	3	2	0	3
P17252	KPCA_HUMAN	PRKCA	P05771	KPCB_HUMAN	PRKCB	2	2	1	0	3
P05771	KPCB_HUMAN	PRKCB	P05771	KPCB_HUMAN	PRKCB	4	3	5	0	5
Q96KB5	TOPK_HUMAN	PBK	P06493	CDK1_HUMAN	CDK1	1	2	2	0	2
O14965	AURKA_HUMAN	AURKA	P06493	CDK1_HUMAN	CDK1	1	1	1	0	2
P54253	ATX1_HUMAN	ATXN1	P06493	CDK1_HUMAN	CDK1	2	2	1	0	2
P05771	KPCB_HUMAN	PRKCB	P06493	CDK1_HUMAN	CDK1	1	1	1	0	1
P06493	CDK1_HUMAN	CDK1	P06493	CDK1_HUMAN	CDK1	2	2	3	1	3
P05067	A4_HUMAN	APP	P07339	CATD_HUMAN	CTSD	1	2	2	0	3
P28482	MK01_HUMAN	MAPK1	P07339	CATD_HUMAN	CTSD	1	1	1	0	2
Q13418	ILK_HUMAN	ILK	P07339	CATD_HUMAN	CTSD	2	2	1	0	2
P11279	LAMP1_HUMAN	LAMP1	P07339	CATD_HUMAN	CTSD	1	1	1	0	1
P07550	ADRB2_HUMAN	ADRB2	P07550	ADRB2_HUMAN	ADRB2	4	2	4	0	5
Q05655	KPCD_HUMAN	PRKCD	P07550	ADRB2_HUMAN	ADRB2	0	1	1	0	1
P18433	PTPRA_HUMAN	PTPRA	P0DP23	CALM1_HUMAN	CALM1	1	2	1	0	2
Q5S007	LRRK2_HUMAN	LRRK2	P0DP23	CALM1_HUMAN	CALM1	1	1	1	0	3
P07550	ADRB2_HUMAN	ADRB2	P0DP23	CALM1_HUMAN	CALM1	1	1	1	0	3
P50750	CDK9_HUMAN	CDK9	P0DP23	CALM1_HUMAN	CALM1	1	1	1	0	1
P0DP23	CALM1_HUMAN	CALM1	P0DP23	CALM1_HUMAN	CALM1	0	1	1	2	1
P63104	1433Z_HUMAN	YWHAZ	P0DP24	CALM2_HUMAN	CALM2	2	2	2	0	2
P11279	LAMP1_HUMAN	LAMP1	P11279	LAMP1_HUMAN	LAMP1	2	2	1	0	2
P13533	MYH6_HUMAN	MYH6	P13533	MYH6_HUMAN	MYH6	1	1	1	0	1
P14735	IDE_HUMAN	IDE	P14735	IDE_HUMAN	IDE	1	1	1	3	1
P05067	A4_HUMAN	APP	P14735	IDE_HUMAN	IDE	4	7	3	0	7
P02686	MBP_HUMAN	MBP	P14735	IDE_HUMAN	IDE	2	2	1	0	3
P00519	ABL1_HUMAN	ABL1	P16333	NCK1_HUMAN	NCK1	6	5	5	0	8
P16333	NCK1_HUMAN	NCK1	P16333	NCK1_HUMAN	NCK1	1	1	1	0	1
O94875	SRBS2_HUMAN	SORBS2	P16333	NCK1_HUMAN	NCK1	0	1	1	0	1
P17252	KPCA_HUMAN	PRKCA	P17252	KPCA_HUMAN	PRKCA	4	4	5	0	5
Q15759	MK11_HUMAN	MAPK11	P17252	KPCA_HUMAN	PRKCA	1	3	1	0	3
P63104	1433Z_HUMAN	YWHAZ	P17252	KPCA_HUMAN	PRKCA	1	2	1	0	2
Q05513	KPCZ_HUMAN	PRKCZ	P17252	KPCA_HUMAN	PRKCA	1	2	2	0	2
Q9Y463	DYR1B_HUMAN	DYRK1B	P17612	KAPCA_HUMAN	PRKACA	2	2	1	0	2
P17612	KAPCA_HUMAN	PRKACA	P17612	KAPCA_HUMAN	PRKACA	1	1	1	1	1
P18433	PTPRA_HUMAN	PTPRA	P18433	PTPRA_HUMAN	PTPRA	5	5	4	0	6
P63104	1433Z_HUMAN	YWHAZ	P18433	PTPRA_HUMAN	PTPRA	2	2	1	0	2
P01112	RASH_HUMAN	HRAS	P18433	PTPRA_HUMAN	PTPRA	1	1	1	0	1
Q05655	KPCD_HUMAN	PRKCD	P18433	PTPRA_HUMAN	PTPRA	0	1	1	0	1
P04156	PRIO_HUMAN	PRNP	P20916	MAG_HUMAN	MAG	1	1	1	0	2
P60201	MYPR_HUMAN	PLP1	P20916	MAG_HUMAN	MAG	0	1	1	0	1
P0DP24	CALM2_HUMAN	CALM2	P25105	PTAFR_HUMAN	PTAFR	1	1	1	0	1
P0DP23	CALM1_HUMAN	CALM1	P25105	PTAFR_HUMAN	PTAFR	1	1	1	0	1
Q16539	MK14_HUMAN	MAPK14	P27361	MK03_HUMAN	MAPK3	5	6	4	0	8
Q02750	MP2K1_HUMAN	MAP2K1	P27361	MK03_HUMAN	MAPK3	8	7	7	0	10
P04156	PRIO_HUMAN	PRNP	P27361	MK03_HUMAN	MAPK3	1	1	1	0	1
Q9UK32	KS6A6_HUMAN	RPS6KA6	P27361	MK03_HUMAN	MAPK3	2	2	2	0	3
P27361	MK03_HUMAN	MAPK3	P27361	MK03_HUMAN	MAPK3	4	5	6	0	6
O14965	AURKA_HUMAN	AURKA	P27361	MK03_HUMAN	MAPK3	1	1	1	0	1
Q15198	PGFRL_HUMAN	PDGFRL	P27361	MK03_HUMAN	MAPK3	1	1	1	0	1
P45983	MK08_HUMAN	MAPK8	P27361	MK03_HUMAN	MAPK3	0	1	1	0	1
D7RIG0	D7RIG0_HUMAN	HLA-DRB1	P28067	DMA_HUMAN	HLA-DMA	3	3	1	0	3
P02686	MBP_HUMAN	MBP	P28482	MK01_HUMAN	MAPK1	17	4	17	0	18
